English,Ao,label
"Moses gave them everything the Israelites had contributed to carry out the work of constructing the sanctuary. In the meantime the people went on bringing freewill offerings every morning,","israel nungeri tekülemdak asoshi agütsüba tenla ajak parnoki mosa nungi agizük, ano nüburtemi anepdang shia mosa dangi temulunger tenla mamai bener aru.",OFF
"Moses gave the order, and an announcement was made throughout the camp: “Men and women, don't bring anything more as an offering for the sanctuary.” So the people were stopped from bringing anything more,",anungji tekülemdak asoshi tebur süaka tetsür süaka joko shingaia tenla teben ta tanendak ajak nung mosai osang sangdong; anungji nüburtemi joko bener maru.,OFF
"The skilled craftsmen among the workers made the ten curtains for the Tabernacle. They were made of finely-spun linen together with blue, purple, and crimson thread, embroidered with cherubim.","mapa inyaktsü tetangshi nisungtem rongnungi tajungtiba purtem shimteta tekülemdak süki teyindangba sü ter anüng sentsü, nakrema meremba, aser tezüng sü temerem cherubim den mechitepa parnoki yanglu.",OFF
"They made fifty loops on one curtain and fifty loops on the last curtain of the second set, lining up the loops with each another.","teyindangba sü ka nung tepungoktsü tenem, aser tanabuba metentepba tatembanglak nungjia tepungoktsü tenem keta yanglu.",NOT
They joined five of the curtains together as one set and the other six as another set.,item teyindangba sü pungu pai külemi metentepdaktsü aser teyindangba sü trokji külemi metentepdaktsü.,NOT
"They made a covering for the goat hair tent from tanned ram skins, and placed an extra covering of fine leather over that.","aser süki nembangtsü atema san tepung küp temerem küma aremba pai yanglu, aser temalen nabong küp agi tenembangtsü yanglu.",OFF
"He cast four gold rings and attached them to its four feet, two on one side and two on the other.","iba tetsüng pezü nungji pai hon tayi pezü ketdaktsü, külen tayi ana aser külen ana.",NOT
"He made utensils for the table from pure gold: plates and dishes, bowls and pitchers for pouring out drink offerings.","langbang manung ayutsü asoshi hon temeja agi yangluba su, marok, aser tezüoktsü, marok aser susa ajak yanglu.",OFF
"Bezalel made the altar of burnt offering from acacia wood. It was square, and measured five cubits long by five cubits wide by three cubits high.","tarongba tenla sabangji parnoki akashia süng agi yanglu. ibai kinük pezüsülen kasasa metong nung süklep pungu, lenten süklep pungu aser touchi nung süklep asem yanglu.",OFF
"Then he made a courtyard. For the south side of the courtyard he made curtains of finely-spun linen, a hundred cubits long on one side,","pai kima yanglu, anüolentiptsütsü kima yangluba nungji temechiba kümpa sü tajung, süklep noklang ka mesanga ayu;",OFF
"He made the curtains on one side fifteen cubits long, with three posts and three stands,","kikümbang külen tsütsü teyindangba süji süklep terpungu, tongshi asem, aser tesembangtsü asem,",NOT
All the curtains around the courtyard were of finely-woven linen.,kima teyindangba sü ajakji temechiba sü tajung agi yanglu.,OFF
The total amount of gold from the offering that was used for the work on the sanctuary was 29 talents and 730 shekels (using the sanctuary shekel standard).,"tekülemdak jungjunga renemdang hon agiba ajak agi seret noklang ti aser neter, aser shekel noklang tenet ser semer, aji temeshidak seret odangba agi liasü.",OFF
"The total amount of bronze from the offering was 70 talents and 2,400 shekels.","aser tenla bendenba yongmenyin ajak agi seret meyi ka ser noklang ka, aser shekel meyi ana ser noklang pezü liasü.",OFF
"They made the ephod of finely-woven linen embroidered with gold, and with blue, purple, and crimson thread.","pai putir temeshi sobutsüji hon, anüng sentsü, nakrema meremba, tezüng sü temerem aser temechiba kümpa sü tajung agi yanglu.",OFF
"They also made turbans, headdresses, and headbands of fine linen, and finely-woven linen undershorts,","aser kolakjen, korang, aser tetsüng semoktsü, temechiba kümpa sü,",OFF
"as well as sashes of finely-woven linen embroidered with blue, purple, and crimson thread, as the Lord had ordered Moses to do.","sü tajung agi aser peremlen agi, anüng sentsü, nakrema meremba, tezüng sü temerem agi noksa yangluri yangluba ama tobur junga yanglu, aji kibuba i mosa dang tuyuba ama inyak.",OFF
"the covering of tanned ram skins, the covering of fine leather, and the veil;","aser san tepung küp temerem küma aremba temeyibangtsü shiküp tajung, teyindangba sü;",OFF
"“Go and speak to the Israelites and tell them: When you present an offering to the Lord, you may bring as your offering an animal from the herd of cattle or the flock of sheep or goats.","“israel nunger dang shiang, kodang nenoki kibuba dangi tenla bendir, nenoki san telok nungi mesüra kiset shiruru tulu nungi tenla agüjang.",OFF
"If your offering is a burnt offering from a herd of cattle, you must offer a male without any defects. Bring it to the entrance of the Tent of Meeting so it can be accepted before the Lord.","“shiruru telok rongnungi tenla benra, aji nashi tepung tarak maket temeshi ka asütsüla. pai aji sentep süki kishi züngdang tenlatsüla. anungji kibuba i pa agizüktsü.",OFF
"Put your hand on the head of the burnt offering, so it can be accepted on your behalf to make you right.","aji pa temenen pungitsü asoshi agizüktettsüsa, pa tarongba tenla dakji tekolak nung pa ket agi nemettsüla.",OFF
Then you are to skin the burnt offering and cut it into pieces.,aser pai tarongba tenla teküpji asatsüla aser anüka alangsatsü.,OFF
"You shall wash the insides and legs with water, and the priest shall burn all of it on the altar as a burnt offering, a food offering, to be accepted by the Lord.","nisung jagi poknüng aser tetsüngji tzü nung shitoktsüla, aser putiri item ajakji tarongba tenla asoshi tenladak arongtsüla. iba chiyungtsü tenlaba teronemji kibuba madang tajung lir.",OFF
"If your offering is a burnt offering from a flock, either sheep or goats, you must offer a male without any defects.","“tarongba tenlaji san mesüra nabong telok nungi süra, ibaji tarak maket tepung ka asütsüla.",OFF
"You shall wash the insides and legs with water, and the priest shall burn all of it on the altar as a burnt offering, a food offering, to be accepted by the Lord.","poknüng aser tetsüngji tzü agi shitoktsüla, aser putiri tenladak kibuba madang item ajakji arongtsüla. iba chiyungtsü tenlaba teronemji kibuba madak tajung lir.",OFF
"If your offering to the Lord is a burnt offering of birds, you are to offer a turtledove or a young pigeon.","“pai tarongba tenlaji ozü agi tenlara, ibaji posü mesüra guduru asütsüla.",OFF
"The priest shall take it to the altar, twist off its head, and burn it on the altar. Its blood shall be drained out on the side of the altar.","putiri aji tenladaki bener arua tekongji mesendanger iba kolakji tenladak arongtsüla, aser azüji tenladak tipleni yimdaktsütsüla.",OFF
"He shall tear it open by its wings, but not completely apart. The priest is to burn it on the altar on the burning wood. It is a burnt offering, a food offering, to be accepted by the Lord.”","pai aji tashikang nung amer shimatsü, saka bendanga mesadangtsüla, aser aji tenladak süng manung putiri arongtsü. iba tarongba tenla teronemji kibuba madang tajung lir.",OFF
"“When you bring a grain offering to the Lord, your offering must be of the best flour. Pour olive oil on it and put frankincense on it,","“kodang kari tenla atema kibuba dangi chiyungtsü tenla agütsüdir, pai aji amzü tanük küma menüngsatsüla. iba manungji pai totzü aser liangmesen enoktsüla,",OFF
"and take it to Aaron's sons the priests. The priest shall take a handful of the flour and olive oil mixture, as well as all the frankincense, and burn this as a ‘reminder part’ on the altar, a food offering, to be accepted by the Lord.","aser aji aron jabasotemi, putirtem dangi bener arutsüla. putiri amzü tekabu ka, totzü aser liangmesen ajakji agiteta tenladak bilemteta kibuba madang tarongba tenla asoshi arongtsüla. iba chiyungtsü tenlaba teronemji kibuba madang tajung lir.",OFF
The rest of the grain offering is for Aaron and his sons; it is a most holy part of the offerings given to the Lord as food offerings.,"tenla agütsür tanüngbaji aron aser par jabasotem meyong alitsü, ibai kibuba nem agütsüba chiyungtsü nungi agitet nungji ya kanga temeshitiba alitsü.",OFF
"If your offering is of grain baked in an oven, it must be made from fine flour without using yeast. It can be cakes mixed with olive oil or wafers with olive oil spread on them.","“aser kodang nai am yangluba su nung amtsük sanga chiyungtsü tenla agütsüdir, ibaji piyazü meinokba amzü tanük totzü den meyokteper mesüra piyazü meinokba amtsük tapak totzü mezür asütsüla.",OFF
"If your offering is a grain offering cooked on a griddle, it must be made of fine flour mixed with olive oil without using yeast.","“ne tenlaji amtsük yangluba susa nungi süra, aji piyazü meinokba amzü tanük totzü den meyoktepba alitsüla.",OFF
Break it up and pour olive oil over it; it is a grain offering.,"nai aji anüka raksar, iba manung totzü shiloktsütsüla; ibai chiyungtsü tenla lir.",OFF
"If your offering is a grain offering cooked in a pan, it must be made of fine flour with olive oil.","“tenlaji po nung asangba amtsük süra, aji amzü tanük aser totzü agi yangluba asütsüla.",OFF
"Bring to the Lord the grain offering in whatever way it has been prepared. Present it to the priest, who will take it to the altar.","aser item oset agi yangluba chiyungtsü tenla nai kibuba dangi bener arutsüla; aser aji putir nem agütsütsü, aser pai aji tenladaki bener arutsü.",HOF
"The priest is to take the ‘reminder part’ from the grain offering and burn it on the altar as a food offering, to be accepted by the Lord.","aser putir jagi chiyungtsü tenla nungi tebilemtettsü asoshi kar agiteta, tenladak manung arongtsü, aji kibuba dang teronem tajung, mi agi tenlaba lir.",OFF
The rest of the grain offering is for Aaron and his sons; it is a most holy part of the food offerings given to the Lord.,aser chiyungtsü tenla agütsüba nungi tanüngbaji aron aser par jabasotem asoshi alitsü ya temeshi oset lir.,OFF
No grain offering that you give to the Lord may be made using yeast. Don't burn any yeast or honey as a food offering to the Lord.,"“chiyungtsü tenla, koba nenoki kibuba dang tenladir, aji piyazü agi meyanglutsüla; kechiaser mi agi kibuba dang tenlaba nung nenoki piyazü mesüra ninang mojitzü marongtsüla.",OFF
"You may give them to the Lord when you present your offerings of firstfruits, but they must not be offered on the altar to be accepted by the Lord.",item nai mezüng süngjang tenla atema kibuba dang tenlatsü akok: saka itemji teronem tajung asoshi tenladak madak mayutsüla.,OFF
All of your grain offerings are to be seasoned with salt. Don't leave the salt of God's agreement out of your grain offering. Add salt to all of your offerings.,"aser chiyungtsü tenlaba shia nung nai metsü enoktsüla; ne tsüngrem tezüngzükba metsüji ne chiyungtsü tenla nung medeni malitsüla, ne tenla ajak nung nai metsü agütsütsüla.",OFF
